Transaction ID;Item;Quantity;Price Per Unit;Total Spent;Payment Method;Location;Transaction Date
TXN_1239876;;2;4.0;8.0;Digital Wallet;In-store;2023-04-04
TXN_6295047;Tea;UNKNOWN;1.5;6.0;Digital Wallet;;2023-09-06
TXN_3858791;Cookie;5;1.0;5.0;Credit Card;;2023-06-25
TXN_1737731;Smoothie;5;4.0;20.0;Digital Wallet;;2023-06-29
TXN_6131195;Salad;1;5.0;5.0;;;2023-10-24
TXN_3251829;Tea;;1.5;;Digital Wallet;In-store;2023-07-25
TXN_2727347;Cake;5;3.0;15.0;Cash;Takeaway;2023-01-20
TXN_7242713;Sandwich;1;4.0;4.0;;In-store;2023-04-21
TXN_7797231;;5;UNKNOWN;10.0;Digital Wallet;;2023-05-05
TXN_3651337;Smoothie;4;4.0;16.0;Cash;In-store;2023-10-25
TXN_4740892;Cake;1;3.0;3.0;Digital Wallet;Takeaway;2023-11-19
TXN_7218719;Cake;1;3.0;3.0;Cash;;2023-10-07
TXN_3455415;Cookie;2;1.0;2.0;Credit Card;;2023-03-31
TXN_2475259;Smoothie;2;4.0;8.0;Cash;;
TXN_3390882;Sandwich;3;4.0;12.0;Credit Card;In-store;2023-07-03
TXN_3848261;Tea;2;1.5;3.0;;Takeaway;2023-08-03
TXN_2797925;Cake;2;3.0;UNKNOWN;Cash;;2023-10-19
TXN_2599005;Cake;2;3.0;6.0;Cash;;2023-06-10
TXN_1872692;Salad;5;5.0;25.0;Cash;In-store;2023-08-09
TXN_1372492;Salad;4;5.0;20.0;Cash;Takeaway;2023-03-28
TXN_6549132;Salad;5;;25.0;;;2023-12-05
TXN_1003246;Juice;2;3.0;6.0;;;2023-02-15
TXN_5732615;Coffee;ERROR;2.0;4.0;Cash;Takeaway;2023-12-05
TXN_3197621;Sandwich;5;4.0;20.0;;In-store;2023-02-10
TXN_9006674;Tea;1;1.5;1.5;;Takeaway;
TXN_6221348;Sandwich;1;ERROR;4.0;;;2023-03-28
TXN_4986514;Tea;3;1.5;4.5;Credit Card;In-store;2023-06-06
TXN_1050083;Cake;5;3.0;15.0;Credit Card;Takeaway;2023-06-28
TXN_5880567;Smoothie;5;4.0;20.0;ERROR;In-store;2023-02-13
TXN_1068317;Juice;3;3.0;ERROR;Digital Wallet;Takeaway;2023-03-16
TXN_7389329;Coffee;4;2.0;8.0;;;2023-01-18
TXN_3951460;;4;4.0;16.0;;Takeaway;2023-04-21
TXN_6584150;Juice;5;3.0;15.0;Credit Card;;2023-10-27
TXN_7754428;Cookie;2;1.0;2.0;;In-store;2023-07-27
TXN_3918515;UNKNOWN;4;5.0;20.0;Credit Card;Takeaway;2023-03-29
TXN_6484387;Cookie;5;;5.0;Cash;;2023-11-23
TXN_4156369;Cake;5;3.0;15.0;;In-store;2023-08-07
TXN_4483226;Juice;1;3.0;3.0;Credit Card;;2023-08-08
TXN_6457997;UNKNOWN;1;ERROR;4.0;Credit Card;;2023-12-12
TXN_2553269;ERROR;5;1.0;5.0;Digital Wallet;;2023-04-09
TXN_5297692;Juice;5;3.0;15.0;Credit Card;;2023-03-21
TXN_8241724;Smoothie;1;4.0;4.0;Credit Card;Takeaway;2023-05-14
TXN_4916936;Smoothie;1;4.0;4.0;;Takeaway;2023-06-04
TXN_1425215;Juice;1;3.0;3.0;Cash;Takeaway;2023-03-13
TXN_4222908;Cookie;ERROR;1.0;1.0;;In-store;2023-12-14
TXN_3938018;Coffee;ERROR;2.0;8.0;;Takeaway;2023-10-10
TXN_2363378;Coffee;5;2.0;10.0;Cash;Takeaway;2023-04-23
TXN_8267616;Tea;4;1.5;6.0;Cash;;2023-03-01
TXN_4786680;ERROR;3;4.0;12.0;UNKNOWN;In-store;2023-02-05
TXN_6437181;ERROR;4;3.0;12.0;Credit Card;;2023-04-10
TXN_2335312;UNKNOWN;2;3.0;6.0;Digital Wallet;;2023-06-23
TXN_8999576;Cake;5;3.0;15.0;Digital Wallet;Takeaway;2023-04-09
TXN_4844022;ERROR;1;1.0;1.0;;Takeaway;2023-02-26
TXN_5513984;Tea;1;1.5;1.5;Credit Card;In-store;2023-09-13
TXN_1662024;UNKNOWN;4;1.0;4.0;;In-store;2023-01-16
TXN_5600914;Smoothie;4;4.0;16.0;Credit Card;;2023-02-16
TXN_9923860;Cookie;2;1.0;2.0;;;2023-11-16
TXN_5346493;Cookie;5;1.0;5.0;Digital Wallet;In-store;2023-04-08
TXN_3528599;Cookie;1;1.0;1.0;;;2023-12-09
TXN_5738521;Coffee;5;2.0;10.0;Digital Wallet;;2023-03-14
TXN_6219634;Salad;1;5.0;5.0;Cash;Takeaway;2023-09-11
TXN_3539062;Salad;2;5.0;10.0;Digital Wallet;In-store;2023-10-04
TXN_8782513;Sandwich;5;4.0;20.0;;Takeaway;2023-10-15
TXN_2252218;UNKNOWN;4;5.0;20.0;Cash;;
TXN_2851804;Coffee;3;2.0;6.0;;;2023-11-30
TXN_9175519;Cake;4;3.0;12.0;;ERROR;2023-10-05
TXN_6224451;Sandwich;1;4.0;ERROR;Credit Card;UNKNOWN;2023-03-19
TXN_3174488;UNKNOWN;4;1.0;4.0;Cash;Takeaway;2023-06-28
TXN_7630912;Juice;2;ERROR;6.0;Credit Card;;2023-01-04
TXN_5650608;Juice;UNKNOWN;3.0;3.0;Digital Wallet;;2023-06-25
TXN_2134911;Tea;5;1.5;7.5;Digital Wallet;In-store;2023-10-07
TXN_4013761;Coffee;3;2.0;6.0;UNKNOWN;;2023-09-07
TXN_9257475;UNKNOWN;4;3.0;12.0;Digital Wallet;;2023-07-06
TXN_6616311;Coffee;4;2.0;8.0;ERROR;;2023-09-01
TXN_9123562;Juice;5;3.0;15.0;Credit Card;Takeaway;UNKNOWN
TXN_6991430;Cookie;5;1.0;5.0;Cash;In-store;2023-05-31
TXN_6778974;Smoothie;2;4.0;8.0;;;2023-09-07
TXN_1818438;Coffee;5;2.0;10.0;Cash;;2023-06-18
TXN_5486886;Smoothie;1;4.0;4.0;;;2023-12-23
TXN_5470598;Cake;3;3.0;9.0;Digital Wallet;In-store;2023-03-14
TXN_3186333;Cookie;5;1.0;5.0;Cash;In-store;2023-08-19
TXN_8748633;Sandwich;5;ERROR;20.0;Cash;Takeaway;2023-04-27
TXN_3228558;Sandwich;2;4.0;8.0;Credit Card;;2023-12-13
TXN_6388107;;3;3.0;9.0;Digital Wallet;In-store;2023-12-04
TXN_6506895;Cake;5;3.0;15.0;Credit Card;In-store;2023-08-10
TXN_2917211;Smoothie;5;4.0;20.0;Digital Wallet;Takeaway;2023-11-19
TXN_5882566;Cake;1;3.0;3.0;;Takeaway;2023-07-09
TXN_2413548;Tea;2;1.5;3.0;Credit Card;;2023-08-12
TXN_6633097;Juice;4;3.0;12.0;Credit Card;In-store;UNKNOWN
TXN_7116936;Coffee;5;2.0;10.0;Credit Card;Takeaway;2023-05-19
TXN_7991322;Coffee;5;2.0;10.0;Digital Wallet;;2023-11-14
TXN_1914728;;5;1.0;5.0;Cash;In-store;2023-06-16
TXN_4209748;Cookie;2;1.0;2.0;Digital Wallet;Takeaway;2023-10-24
TXN_8941438;Juice;4;3.0;12.0;Digital Wallet;;2023-07-23
TXN_7932127;Coffee;3;2.0;UNKNOWN;;;2023-07-29
TXN_7097699;Tea;4;1.5;6.0;;Takeaway;2023-12-16
TXN_7054849;Cake;4;3.0;12.0;Cash;Takeaway;2023-06-16
TXN_7185724;Cake;4;3.0;12.0;ERROR;Takeaway;2023-05-06
TXN_5664982;Tea;5;1.5;;Digital Wallet;In-store;2023-12-24
TXN_9378562;Juice;3;3.0;9.0;;;2023-09-06
TXN_2892693;Cookie;4;1.0;4.0;Credit Card;In-store;2023-03-02
TXN_2265603;Smoothie;3;4.0;12.0;Digital Wallet;Takeaway;
TXN_6552269;UNKNOWN;4;3.0;12.0;Cash;Takeaway;2023-04-29
TXN_4639918;Sandwich;1;4.0;4.0;Digital Wallet;ERROR;2023-11-05
TXN_6037144;Tea;3;1.5;4.5;Cash;Takeaway;2023-09-02
TXN_3494014;Cake;1;3.0;3.0;Credit Card;In-store;2023-06-09
TXN_3656884;Coffee;5;2.0;10.0;Credit Card;;2023-10-08
TXN_2277013;Smoothie;3;4.0;12.0;;;2023-07-26
TXN_5423636;Sandwich;4;4.0;16.0;Cash;UNKNOWN;2023-10-18
TXN_8040251;Coffee;1;2.0;2.0;Digital Wallet;;2023-04-16
TXN_1635137;Cake;2;3.0;6.0;Cash;;2023-12-28
TXN_8411549;Tea;4;;6.0;Credit Card;In-store;2023-02-15
TXN_3747376;UNKNOWN;2;1.0;2.0;Digital Wallet;Takeaway;2023-11-03
TXN_1503903;Tea;1;1.5;1.5;Cash;Takeaway;2023-03-20
TXN_8606152;Smoothie;5;4.0;20.0;Credit Card;;2023-08-05
TXN_1260517;Smoothie;5;4.0;20.0;Digital Wallet;Takeaway;2023-04-17
TXN_6898368;Smoothie;3;4.0;12.0;Digital Wallet;;2023-05-01
TXN_2224251;Juice;4;3.0;;Digital Wallet;Takeaway;2023-04-14
TXN_4567429;Tea;3;1.5;4.5;Cash;;2023-10-11
TXN_8622404;Cookie;3;1.0;UNKNOWN;;;2023-09-21
TXN_1152249;Smoothie;3;4.0;ERROR;;In-store;2023-05-09
TXN_2989533;Salad;5;5.0;25.0;;Takeaway;2023-01-30
TXN_3734446;;5;2.0;10.0;Digital Wallet;;2023-04-16
TXN_9517380;Tea;4;UNKNOWN;6.0;Cash;;2023-10-29
TXN_3599216;ERROR;ERROR;1.5;1.5;Cash;In-store;2023-09-21
TXN_1363508;Salad;4;5.0;20.0;Cash;;2023-08-08
TXN_7969017;Tea;3;1.5;4.5;Digital Wallet;;2023-02-17
TXN_6987705;Cookie;5;1.0;5.0;Cash;;2023-06-04
TXN_8490157;Salad;2;5.0;10.0;Credit Card;In-store;2023-09-06
TXN_7878395;Salad;3;5.0;15.0;Credit Card;In-store;2023-05-26
TXN_1672632;;3;5.0;15.0;Digital Wallet;;2023-07-04
TXN_9216314;Cake;1;3.0;3.0;Credit Card;UNKNOWN;2023-03-07
TXN_1647144;Salad;2;UNKNOWN;10.0;;Takeaway;2023-08-29
TXN_4090464;Sandwich;5;4.0;20.0;Cash;Takeaway;2023-01-16
TXN_2172301;Cookie;4;1.0;4.0;Digital Wallet;Takeaway;2023-04-06
TXN_3730077;Cookie;2;1.0;2.0;Credit Card;;2023-07-08
TXN_8253046;Cake;1;3.0;3.0;ERROR;In-store;2023-12-20
TXN_2901304;Cookie;3;1.0;3.0;;ERROR;2023-07-01
TXN_6198799;Salad;1;ERROR;5.0;;;2023-05-27
TXN_9910573;Salad;2;5.0;;;Takeaway;2023-01-28
TXN_3680192;Salad;4;5.0;20.0;Digital Wallet;Takeaway;2023-05-20
TXN_9268974;Sandwich;2;4.0;8.0;Digital Wallet;Takeaway;2023-10-29
TXN_7435796;Coffee;2;2.0;4.0;Cash;In-store;2023-11-03
TXN_1882390;Cookie;1;1.0;1.0;;Takeaway;2023-05-22
TXN_2465074;Smoothie;1;4.0;UNKNOWN;Digital Wallet;;2023-09-29
TXN_8038871;Juice;5;3.0;15.0;Digital Wallet;;2023-06-09
TXN_1269172;Sandwich;1;4.0;4.0;Cash;;2023-08-22
TXN_4564556;Coffee;3;2.0;6.0;Credit Card;;2023-11-21
TXN_8139533;Smoothie;1;ERROR;4.0;Cash;In-store;2023-09-21
TXN_1998401;;1;4.0;4.0;Cash;;2023-09-17
TXN_9327493;UNKNOWN;1;2.0;2.0;;UNKNOWN;2023-03-27
TXN_7349319;Cookie;3;1.0;3.0;Digital Wallet;;2023-03-10
TXN_7294526;Smoothie;5;4.0;20.0;Digital Wallet;Takeaway;2023-12-02
TXN_5618976;Coffee;2;2.0;4.0;Cash;Takeaway;2023-12-05
TXN_3964398;Cake;4;3.0;12.0;Credit Card;Takeaway;2023-10-20
TXN_4372163;Sandwich;1;4.0;4.0;;;2023-03-10
TXN_7242133;Coffee;3;2.0;6.0;;UNKNOWN;2023-05-20
TXN_7083168;Cookie;4;1.0;4.0;;Takeaway;2023-06-01
TXN_5107006;UNKNOWN;4;1.0;4.0;;;2023-04-18
TXN_1210183;Tea;3;1.5;4.5;ERROR;In-store;2023-01-23
TXN_3419352;Salad;3;5.0;15.0;Digital Wallet;In-store;2023-10-22
TXN_1900036;Cookie;1;1.0;1.0;UNKNOWN;;2023-12-20
TXN_7497565;Cookie;4;1.0;4.0;;Takeaway;2023-10-07
TXN_6851735;UNKNOWN;1;1.0;1.0;Digital Wallet;;2023-01-17
TXN_6716918;Coffee;2;2.0;4.0;;;2023-04-10
TXN_6654975;Salad;3;5.0;15.0;;In-store;2023-08-11
TXN_9184804;Cookie;2;UNKNOWN;2.0;Digital Wallet;;2023-11-08
TXN_9100063;Sandwich;2;4.0;8.0;;In-store;2023-09-16
TXN_6202631;Tea;2;1.5;3.0;Digital Wallet;Takeaway;2023-07-29
TXN_1868447;Tea;3;1.5;4.5;Cash;ERROR;2023-09-30
TXN_4726531;Salad;5;5.0;25.0;Cash;Takeaway;2023-09-09
TXN_8640655;Coffee;3;2.0;6.0;;UNKNOWN;2023-12-27
TXN_8377812;Tea;2;1.5;3.0;Digital Wallet;In-store;2023-03-27
TXN_2603561;Coffee;3;2.0;6.0;Digital Wallet;;2023-04-25
TXN_9822173;Cake;5;3.0;15.0;Digital Wallet;;2023-05-22
TXN_2163150;Salad;1;5.0;5.0;Cash;In-store;2023-08-25
TXN_2371464;Smoothie;4;4.0;16.0;Cash;In-store;2023-09-20
TXN_3389521;Salad;5;ERROR;25.0;Digital Wallet;;2023-02-10
TXN_8916290;Salad;5;5.0;25.0;Digital Wallet;;2023-07-08
TXN_6130281;ERROR;2;4.0;8.0;Cash;;2023-01-18
TXN_2505416;Cookie;UNKNOWN;1.0;2.0;ERROR;UNKNOWN;2023-05-18
TXN_8275626;Coffee;2;2.0;4.0;;Takeaway;2023-09-10
TXN_9803409;Cookie;4;1.0;4.0;;In-store;2023-01-24
TXN_3094597;Sandwich;4;4.0;16.0;;;2023-03-11
TXN_5276842;Coffee;2;2.0;4.0;Digital Wallet;Takeaway;2023-06-26
TXN_1367003;Salad;5;5.0;25.0;Cash;In-store;2023-11-10
TXN_1752992;UNKNOWN;3;2.0;6.0;;;2023-12-12
TXN_5716276;UNKNOWN;4;1.5;6.0;Digital Wallet;;2023-09-12
TXN_5696844;Cookie;2;1.0;2.0;;In-store;2023-01-29
TXN_5672156;Cookie;2;;2.0;Credit Card;In-store;2023-07-05
TXN_6480646;ERROR;2;1.5;3.0;;Takeaway;2023-10-28
TXN_1603051;ERROR;4;1.0;4.0;Credit Card;Takeaway;2023-03-21
TXN_6293225;Cake;4;3.0;12.0;Cash;UNKNOWN;2023-07-02
TXN_6567880;Sandwich;5;UNKNOWN;20.0;Credit Card;;2023-08-15
TXN_6355620;Cookie;1;UNKNOWN;1.0;Cash;;2023-06-18
TXN_3466686;Smoothie;3;4.0;12.0;Digital Wallet;Takeaway;2023-09-03
TXN_6064301;Cookie;1;1.0;1.0;Credit Card;Takeaway;2023-07-12
TXN_5005674;Salad;4;5.0;20.0;Credit Card;In-store;2023-10-03
TXN_1714471;Juice;4;3.0;12.0;Cash;Takeaway;2023-08-17
TXN_5420062;UNKNOWN;4;5.0;20.0;Cash;In-store;2023-06-06
TXN_6377813;Salad;2;5.0;10.0;Credit Card;;2023-08-07
TXN_3271393;Smoothie;4;4.0;16.0;Cash;In-store;
TXN_2857444;Smoothie;1;ERROR;ERROR;Cash;Takeaway;2023-05-10
TXN_1064565;Juice;4;3.0;12.0;Digital Wallet;In-store;2023-03-14
TXN_1784150;UNKNOWN;3;1.0;;;;2023-03-10
TXN_9104545;Juice;2;3.0;6.0;Digital Wallet;Takeaway;2023-03-19
TXN_2108125;Coffee;1;2.0;2.0;Credit Card;In-store;2023-10-06
TXN_7795324;Salad;2;5.0;10.0;;;2023-06-28
TXN_1203191;Coffee;5;2.0;10.0;ERROR;In-store;2023-10-12
TXN_8743849;Juice;2;3.0;6.0;Digital Wallet;Takeaway;2023-05-04
TXN_8588231;Cake;4;3.0;12.0;;Takeaway;2023-09-02
TXN_6324818;Salad;5;5.0;25.0;;;2023-06-26
TXN_4536827;Cookie;3;;3.0;Digital Wallet;Takeaway;2023-10-14
TXN_6226704;;4;2.0;8.0;Digital Wallet;In-store;2023-09-07
TXN_2693108;Cookie;3;1.0;ERROR;Cash;In-store;2023-11-18
TXN_6234070;Smoothie;2;4.0;8.0;Credit Card;Takeaway;2023-01-31
TXN_9816901;Coffee;2;2.0;4.0;Cash;ERROR;2023-12-07
TXN_9489495;Coffee;1;2.0;2.0;Credit Card;;2023-05-20
TXN_7637178;Coffee;3;2.0;6.0;Digital Wallet;Takeaway;2023-05-26
TXN_1281536;Smoothie;5;4.0;20.0;Digital Wallet;In-store;2023-03-19
TXN_2591969;Salad;ERROR;5.0;20.0;Credit Card;In-store;ERROR
TXN_8736069;Tea;5;1.5;7.5;Cash;Takeaway;2023-07-06
TXN_7975336;Tea;5;1.5;UNKNOWN;Credit Card;Takeaway;2023-12-03
TXN_9278090;Cake;5;3.0;15.0;Credit Card;;2023-12-28
TXN_8939048;Cookie;3;1.0;3.0;Digital Wallet;;
TXN_1193809;Tea;3;1.5;4.5;Digital Wallet;;2023-01-21
TXN_9281710;Juice;3;3.0;9.0;Credit Card;In-store;2023-08-05
TXN_3784001;Sandwich;1;4.0;4.0;;Takeaway;
TXN_3291149;Coffee;5;2.0;10.0;;;2023-12-09
TXN_3596270;Coffee;UNKNOWN;2.0;8.0;Credit Card;Takeaway;2023-05-05
TXN_8172182;Cake;2;3.0;6.0;;;2023-06-22
TXN_3902135;Tea;4;1.5;6.0;Credit Card;ERROR;2023-06-20
TXN_9007414;Cake;3;3.0;9.0;Cash;;2023-12-08
TXN_9131337;Sandwich;4;4.0;16.0;Credit Card;Takeaway;2023-05-24
TXN_2278015;Tea;2;1.5;3.0;Digital Wallet;In-store;2023-04-10
TXN_1077060;Coffee;3;2.0;6.0;;Takeaway;2023-08-22
TXN_9362728;Sandwich;1;4.0;4.0;;In-store;2023-12-26
TXN_6471185;Juice;UNKNOWN;3.0;15.0;;In-store;2023-03-17
TXN_5677927;UNKNOWN;5;5.0;25.0;Digital Wallet;;2023-12-20
TXN_6177081;Cookie;ERROR;UNKNOWN;1.0;Cash;ERROR;2023-07-26
TXN_9281586;Sandwich;5;4.0;20.0;;ERROR;2023-05-20
TXN_8721484;ERROR;4;2.0;8.0;;UNKNOWN;2023-04-03
TXN_9350427;Juice;5;3.0;15.0;;;2023-01-24
TXN_7860054;Tea;5;1.5;7.5;Credit Card;In-store;2023-02-07
TXN_9233730;Tea;5;1.5;7.5;Credit Card;;2023-05-28
TXN_8304399;Tea;2;1.5;3.0;Cash;In-store;2023-06-08
TXN_1538515;Juice;4;3.0;12.0;Cash;;2023-06-11
TXN_9774251;;2;3.0;6.0;Digital Wallet;Takeaway;2023-06-16
TXN_4565233;Salad;3;5.0;15.0;Credit Card;In-store;2023-11-16
TXN_6898341;Tea;2;1.5;3.0;Credit Card;In-store;2023-08-21
TXN_1016246;Coffee;1;2.0;2.0;ERROR;;2023-01-19
TXN_9160109;Cake;1;3.0;3.0;Credit Card;;2023-08-03
TXN_1082012;Smoothie;5;4.0;20.0;Credit Card;;2023-01-04
TXN_8325464;UNKNOWN;5;4.0;20.0;Credit Card;Takeaway;2023-08-02
TXN_7322436;Sandwich;3;4.0;12.0;Digital Wallet;In-store;2023-06-29
TXN_1733916;Sandwich;4;4.0;16.0;Digital Wallet;In-store;2023-01-12
TXN_6068564;Cake;4;3.0;;Credit Card;Takeaway;2023-09-28
TXN_7023753;Coffee;ERROR;2.0;10.0;Credit Card;Takeaway;2023-05-16
TXN_4507630;Smoothie;2;4.0;8.0;UNKNOWN;Takeaway;2023-05-11
TXN_5037728;Smoothie;UNKNOWN;4.0;12.0;Credit Card;ERROR;2023-08-18
TXN_4577234;UNKNOWN;4;3.0;12.0;UNKNOWN;In-store;2023-06-09
TXN_6309570;Smoothie;1;4.0;4.0;Digital Wallet;In-store;2023-09-26
TXN_7587652;UNKNOWN;1;3.0;3.0;Cash;;2023-08-23
TXN_1118799;ERROR;4;4.0;;Credit Card;Takeaway;2023-09-19
TXN_5738282;Cake;4;3.0;12.0;Credit Card;In-store;UNKNOWN
TXN_8192063;Juice;4;3.0;12.0;Cash;;2023-02-06
TXN_2687593;UNKNOWN;5;3.0;15.0;;Takeaway;2023-06-27
TXN_1603563;Cake;4;3.0;12.0;;Takeaway;2023-04-13
TXN_6346483;Coffee;1;2.0;2.0;Credit Card;;2023-06-08
TXN_3499910;Cookie;4;1.0;4.0;Credit Card;Takeaway;2023-09-29
TXN_8616276;UNKNOWN;2;UNKNOWN;3.0;Digital Wallet;Takeaway;2023-07-22
TXN_5941840;Cookie;4;1.0;4.0;;;2023-04-01
TXN_6249023;Juice;1;3.0;3.0;Credit Card;;2023-11-03
TXN_8620426;Cookie;3;1.0;3.0;Credit Card;Takeaway;2023-11-28
TXN_2037742;Cake;4;3.0;12.0;Digital Wallet;In-store;2023-11-14
TXN_7013527;Salad;2;5.0;10.0;Credit Card;In-store;2023-05-18
TXN_2798420;Tea;5;1.5;7.5;Digital Wallet;Takeaway;2023-03-17
TXN_6500126;Smoothie;2;UNKNOWN;UNKNOWN;;UNKNOWN;
TXN_8106064;Cookie;UNKNOWN;1.0;1.0;;;2023-06-17
TXN_5483442;Tea;UNKNOWN;1.5;7.5;Cash;;2023-04-03
TXN_3926570;Coffee;3;2.0;6.0;;UNKNOWN;2023-09-04
TXN_9489442;;3;2.0;6.0;Credit Card;Takeaway;2023-02-06
TXN_5506907;Cookie;2;1.0;2.0;Cash;Takeaway;2023-12-08
TXN_8155325;;5;2.0;10.0;Digital Wallet;In-store;2023-11-27
TXN_5353468;Tea;2;1.5;3.0;Credit Card;In-store;2023-11-30
TXN_2111293;Smoothie;3;4.0;12.0;;Takeaway;2023-05-29
TXN_2101632;Sandwich;4;4.0;16.0;;Takeaway;2023-06-12
TXN_3355537;Tea;3;1.5;4.5;Digital Wallet;ERROR;2023-01-09
TXN_4594866;Cookie;1;1.0;1.0;Digital Wallet;ERROR;2023-03-24
TXN_7485712;Sandwich;4;4.0;16.0;Cash;In-store;2023-04-15
TXN_4848431;Salad;5;5.0;25.0;Credit Card;;2023-01-09
TXN_7352058;Coffee;2;2.0;4.0;UNKNOWN;Takeaway;2023-08-24
TXN_3442244;Cake;4;3.0;12.0;;Takeaway;2023-05-13
TXN_9810868;Cookie;1;1.0;1.0;Credit Card;Takeaway;2023-10-05
TXN_1430778;;1;1.5;1.5;Credit Card;Takeaway;2023-05-26
TXN_4837909;Cake;5;3.0;15.0;;Takeaway;2023-11-19
TXN_4722816;Salad;4;5.0;20.0;Cash;In-store;2023-10-19
TXN_1833012;Salad;3;5.0;15.0;Digital Wallet;;2023-08-16
TXN_6933222;Tea;1;1.5;1.5;Cash;;2023-01-22
